Image_Name,Disease,Path,Height,Width,Status
104842.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\104842.jpg,640,480,OK
104937.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\104937.jpg,640,480,OK
104942.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\104942.jpg,640,480,OK
104975.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\104975.jpg,640,480,OK
104997.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\104997.jpg,640,480,OK
105008.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105008.jpg,640,480,OK
105014.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105014.jpg,640,480,OK
105031.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105031.jpg,640,480,OK
105046.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105046.jpg,640,480,OK
105059.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105059.jpg,640,480,OK
105122.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105122.jpg,640,480,OK
105125.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105125.jpg,640,480,OK
105151.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105151.jpg,640,480,OK
105180.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105180.jpg,640,480,OK
105209.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105209.jpg,640,480,OK
105236.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105236.jpg,640,480,OK
105239.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105239.jpg,640,480,OK
105250.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105250.jpg,640,480,OK
105255.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105255.jpg,640,480,OK
105272.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105272.jpg,640,480,OK
105273.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105273.jpg,640,480,OK
105291.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105291.jpg,640,480,OK
105306.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105306.jpg,640,480,OK
105324.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105324.jpg,640,480,OK
105374.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105374.jpg,640,480,OK
105416.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105416.jpg,640,480,OK
105426.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105426.jpg,640,480,OK
105429.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105429.jpg,640,480,OK
105443.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105443.jpg,640,480,OK
105477.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105477.jpg,640,480,OK
105486.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105486.jpg,640,480,OK
105521.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105521.jpg,640,480,OK
105522.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105522.jpg,640,480,OK
105532.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105532.jpg,640,480,OK
105544.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105544.jpg,640,480,OK
105561.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105561.jpg,640,480,OK
105570.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105570.jpg,640,480,OK
105623.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105623.jpg,640,480,OK
105648.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105648.jpg,640,480,OK
105662.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105662.jpg,640,480,OK
105675.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105675.jpg,640,480,OK
105677.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105677.jpg,640,480,OK
105794.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105794.jpg,640,480,OK
105823.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105823.jpg,640,480,OK
105851.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105851.jpg,640,480,OK
105852.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105852.jpg,640,480,OK
105857.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105857.jpg,640,480,OK
105878.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105878.jpg,640,480,OK
105948.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105948.jpg,640,480,OK
105979.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105979.jpg,640,480,OK
105993.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\105993.jpg,640,480,OK
106005.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\106005.jpg,640,480,OK
106016.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\106016.jpg,640,480,OK
106028.jpg,bacterial_leaf_blight,train_images\bacterial_leaf_blight\106028.jpg,640,480,OK
